Identifier	Character	Dialogue	Filename	Line Number
gCont_2ded91c9		Ahhh... it's so warm...	game/Chapter1.rpy	1175
gCont_cadba839		I didn't think it could get this cold at night.	game/Chapter1.rpy	1176
gCont_1179dd92		That smell...	game/Chapter1.rpy	1177
gCont_6221dce4		Those fishes he's grilling, they look so delicious...	game/Chapter1.rpy	1184
gCont_a94eb5a5		My mouth is watering just from the smell...	game/Chapter1.rpy	1185
gCont_ca49b005		I watched as he plucked one of the fishes impaled by a stick off the ground.\n	game/Chapter1.rpy	1186
gCont_144ad57d	extend	He examined the slightly burnt fish by pinching several places.	game/Chapter1.rpy	1187
gCont_e95dd1ea		I tried not to look as he began to eat but the temptation was too much for me.	game/Chapter1.rpy	1188
gCont_7bf6731e		Each bite would be bigger than the last until nothing remained.\n	game/Chapter1.rpy	1189
gCont_4bbae4cb	extend	Not even the bones from the fish.	game/Chapter1.rpy	1190
gCont_e0db77e5_2	g	... ... ...	game/Chapter1.rpy	1197
gCont_c6d1e808	g	You're making my meal taste bad, human.	game/Chapter1.rpy	1198
gCont_4f78c55a	mc	S-Sorry... I didn't mean to stare.	game/Chapter1.rpy	1205
gCont_e0db77e5_3	g	... ... ...	game/Chapter1.rpy	1212
gCont_19f9d8c3	g	Here...	game/Chapter1.rpy	1213
gCont_a2d8040e_1	mc	But...\n	game/Chapter1.rpy	1220
gCont_6f550ee4	extend	Isn't that yours...	game/Chapter1.rpy	1227
gCont_7945b98d	g	Hmph.	game/Chapter1.rpy	1234
gCont_ada7e05d	g	Unless you prefer finding your own food during the night?	game/Chapter1.rpy	1235
gCont_3b2cc8da	g	Be my guest. Not that I care.	game/Chapter1.rpy	1236
gCont_854a77e4	mc	N-No... I guess not...	game/Chapter1.rpy	1243
gCont_cef861b5	mc	I-I'll gladly accept your offer...	game/Chapter1.rpy	1244
gCont_d2efecf2	mc	Thank you...	game/Chapter1.rpy	1251
gCont_b21a74fb		Even though the warm heat and soft light emitting from the fire puts my mind at ease.	game/Chapter1.rpy	1257
gCont_06bae70c		It wasn't enough to melt the ice between us as we sat there in a very uncomfortable silence eating our meal.	game/Chapter1.rpy	1258
gCont_e3e928a9		I thought it was best if I should say something and maybe even try to become friends.	game/Chapter1.rpy	1259
gCont_596c3e28		He might be a bit scary on the outside but that doesn't mean he has no emotions or feelings.	game/Chapter1.rpy	1260
gCont_51ad0977	mc	So...\n	game/Chapter1.rpy	1266
gCont_a67ca3d9	extend	Err...\n	game/Chapter1.rpy	1267
gCont_bb2305c0	extend	Have you been living here for a long time?	game/Chapter1.rpy	1268
gCont_e0db77e5_4	g	... ... ...	game/Chapter1.rpy	1273
gCont_23ed39ee	mc	I-I mean it's none of my business. You can ignore what I said...\n	game/Chapter1.rpy	1280
gCont_d1b02ecb	extend	Um... 	game/Chapter1.rpy	1281
gCont_83e49da9	extend	s-sorry for asking...	game/Chapter1.rpy	1288
gCont_882a3f77	g	For a puny human, you do ask a lot of inconsiderate questions...	game/Chapter1.rpy	1295
gCont_e9b0d7b9		I was only trying to be nice and start a conversation.	game/Chapter1.rpy	1302
gCont_98d57373		It's better than sitting here in silence.	game/Chapter1.rpy	1303
gCont_99309d0b	g	Fifty or sixty years.	game/Chapter1.rpy	1305
gCont_067eadc9		Fifty or Sixty years!?	game/Chapter1.rpy	1312
gCont_76440cc6		Wait... fifty or sixty...	game/Chapter1.rpy	1319
gCont_71105b2e		That makes it sound like he's not sure. Then could it be that he's been here much longer than fifty or sixty years?	game/Chapter1.rpy	1320
gCont_086e2468		Even so living for that long...	game/Chapter1.rpy	1321
gCont_7dc13c40	mc	Aren't you sad...?	game/Chapter1.rpy	1328
gCont_0297fa45	g	Huh?	game/Chapter1.rpy	1335
gCont_51b9f977	mc	Aren't you sad being alone on this island all by yourself?	game/Chapter1.rpy	1336
gCont_2e3f8183		Because if I were to be in his position.\n	game/Chapter1.rpy	1340
gCont_8d26017a	extend	I would've broken down a long time ago...	game/Chapter1.rpy	1341
gCont_698bd0d6		But that's because it would be something that I won't be able cope with...	game/Chapter1.rpy	1342
gCont_7c1b67e9	g	Hmph... Don't compare yourself to me human.	game/Chapter1.rpy	1349
gCont_a861e82b	g	Unlike you lesser beings I've no need for any petty emotions including pathetic things such as sadness.	game/Chapter1.rpy	1350
gCont_5aed1eaf	mc	Then...	game/Chapter1.rpy	1352
gCont_5927c4c9	mc	Why did you help me?\n	game/Chapter1.rpy	1359
gCont_a7e10774	extend	Why did you give me food?\n	game/Chapter1.rpy	1360
gCont_f3da6553	extend	You could of left me to die out there and-	game/Chapter1.rpy	1361
gCont_95098220	g	Don't think too highly of yourself human!	game/Chapter1.rpy	1368
gCont_b1d7b567	g	If you died on this island you'll cause me problems!	game/Chapter1.rpy	1369
gCont_62121dbc	mc	Problems?	game/Chapter1.rpy	1376
gCont_b2aba0e3	mc	Like what?	game/Chapter1.rpy	1377
gCont_a45dec0b	g	Hmph... You wouldn't understand human!	game/Chapter1.rpy	1384
gCont_cfc8bf53_4	mc	... ... ...	game/Chapter1.rpy	1391
gCont_c9d31a2b		Giving me food and bringing me to this place was only to help himself...	game/Chapter1.rpy	1392
gCont_b004de10		I'm such a fool to think for a minute that he actually has a heart.	game/Chapter1.rpy	1393
gCont_247ce84b	mc	Well sorry... for not understanding...	game/Chapter1.rpy	1394
gCont_f618682b	g	As long as you know human.	game/Chapter1.rpy	1395
gCont_31465fa3		As soon as the conversation ended, he got up and began walking away from where he was sitting.	game/Chapter1.rpy	1400
gCont_f0d466e0		After a few paces he laid down facing the woods.	game/Chapter1.rpy	1401
gCont_1523b816		His back was the only visible part that remained as the fire carried on burning.	game/Chapter1.rpy	1402
gCont_5b53fd21		It wasn't long before I fell asleep after eating. To be honest I was quite upset, mainly at myself for being so gullible.	game/Chapter1.rpy	1404
gCont_47f8bbe3		I tried believing for a moment that he was helping me for good intentions but it seems like I was wrong.	game/Chapter1.rpy	1405
gCont_e27db9a0		He only helped me to prevent further problems from arising. That is to protect himself, whatever the problem may be.	game/Chapter1.rpy	1406
gCont_8e16f1b8	mc	Whatever...	game/Chapter1.rpy	1412
gCont_65e9b625	mc	I don't care....	game/Chapter1.rpy	1413
gCont_a06179bf	mc	Yawn... 	game/Chapter1.rpy	1424
gCont_e34dbe43		 I've slept pretty well considering it's out in the open.	game/Chapter1.rpy	1425
gCont_197eca8a		As I rubbed my sleepy eyes to adjust my sight, I noticed Goro was nowhere to be seen.	game/Chapter1.rpy	1426
gCont_fd8c9ed0	mc	 Hmm?	game/Chapter1.rpy	1431
gCont_8bce4c24	mc	 Where did he go?	game/Chapter1.rpy	1432
gCont_cfc8bf53_5	mc	... ... ...	game/Chapter1.rpy	1433
gCont_66ff75d4		Maybe he wanted to be alone...	game/Chapter1.rpy	1434
gCont_1b6396cb		Or...	game/Chapter1.rpy	1435
gCont_1d2aa999		Could it be that he's angry about what I said last night?	game/Chapter1.rpy	1442
gCont_cd202e56		I guess that makes sense, he only brought me here so that I wouldn't go and die on his island.	game/Chapter1.rpy	1443
gCont_ef635018_2		... ... ...	game/Chapter1.rpy	1444
gCont_d5a92f47		What should I do now?	game/Chapter1.rpy	1451
gCont_ef635018_3		... ... ...	game/Chapter1.rpy	1452
gCont_55492d99		I'm getting restless just sitting here...	game/Chapter1.rpy	1453
gCont_59f99222	mc	... And hungry....	game/Chapter1.rpy	1460
mContinue_4e65c1c7		Although, that might be a bad idea. Going into the forest alone...	game/Chapter1.rpy	1476
mContinue_eb38d831		But... there's also no guarantee I'll be getting food from him all the time.	game/Chapter1.rpy	1477
mContinue_ef635018		... ... ...	game/Chapter1.rpy	1478
mContinue_84fd27c6		I guess the answer is quite obvious...	game/Chapter1.rpy	1485
mContinue_592befc0		This time I better leave tracks behind so I can find my way back.	game/Chapter1.rpy	1486
mContinue_2ddebcf1		Well... I better get started...	game/Chapter1.rpy	1487
mContinue_1c73e60f		As I began walking into the forest, I noticed a rock with a sharp end to it. A thought struck me as I picked it up from a nearby tree.	game/Chapter1.rpy	1492
mContinue_4bf06ed2		I could use this to create markings on some of the trees. That way I won't get lost.	game/Chapter1.rpy	1493
mContinue_4479a937		I walked up to the nearest tree and began scratching the surface of the trunk with the stone.	game/Chapter1.rpy	1494
mContinue_604577f6		For now I'll just try and make an arrow pointing to the camp area.	game/Chapter1.rpy	1495
mContinue_cfc8bf53	mc	... ... ...	game/Chapter1.rpy	1496
mContinue_a2daeb54		Alright, that's done. Onto the next.	game/Chapter1.rpy	1497
mContinue_ae27618a		It's been a long walk just to find something that's edible and not poisonous at the same time.	game/Chapter1.rpy	1508
mContinue_120cef29		I've made sure to mark enough trees along the way so I'll be okay going back.	game/Chapter1.rpy	1509
mContinue_13f92797		I wonder if word has gotten out about the boat incident.	game/Chapter1.rpy	1516
mContinue_deafb6c3		I hope mum and dad has received news that I'm missing...	game/Chapter1.rpy	1517
mContinue_8b0dab9e		Guess it's no use thinking about it and the bigger question is how would I be able to get off this island...	game/Chapter1.rpy	1518
mContinue_89ce7092		Anyway, food. Need to find food...	game/Chapter1.rpy	1525
mContinue_8fea2db2	mc	Hmm...	game/Chapter1.rpy	1526
mContinue_fed03ca2	mc	Ah!	game/Chapter1.rpy	1533
mContinue_00f02674	mc	I see a few nests up there!	game/Chapter1.rpy	1534
mContinue_7bf57e14		It might be a bit dangerous but if I'm careful I'll be fine.	game/Chapter1.rpy	1535
mContinue_0c16b24c		Alright! Time to get myself some eggs!	game/Chapter1.rpy	1536
mContinue_3ffbe939		I started to scale the tree by jumping and grabbing hold of the thick branches.	game/Chapter1.rpy	1541
mContinue_5a703fa4		It's a good thing these branches are sturdy.	game/Chapter1.rpy	1542
mContinue_a4442124		With each branch I climbed onto, I made sure that my footing was in the correct place before going onto the next one.	game/Chapter1.rpy	1543
mContinue_cfc8bf53_1	mc	... ... ...	game/Chapter1.rpy	1545
mContinue_4e23d982	mc	*huff* *pant*	game/Chapter1.rpy	1546
mContinue_95c5d80a	mc	Phew... made it at last.	game/Chapter1.rpy	1547
mContinue_d3029acb		I've somehow managed to get up here.	game/Chapter1.rpy	1548
mContinue_000d2c87	mc	Woah...	game/Chapter1.rpy	1549
mContinue_c01d597c		I'm so far from the ground. I don't think anyone could survive if they fall from here...	game/Chapter1.rpy	1550
mContinue_352be642		And the eggs are right there in front of me.	game/Chapter1.rpy	1551
mContinue_d9d7e0c5		I reached out with one hand trying to grab the eggs and the other hand held firmly onto the trunk.	game/Chapter1.rpy	1552
mContinue_72ffbd90		Three eggs here in total and they look kind of large too.	game/Chapter1.rpy	1553
mContinue_ca1ed00b		I grabbed the first egg that was closest and placed it in my pocket.	game/Chapter1.rpy	1554
mContinue_478ce3b9		And then the second.	game/Chapter1.rpy	1555
mContinue_eda299b3		That third one is a bit far but I should be able to get it.	game/Chapter1.rpy	1556
mContinue_5ae3a876		I stretched out as much as I can, trying my best not to lose my footing.	game/Chapter1.rpy	1557
mContinue_3855d852	mc	... Hng... Eh...	game/Chapter1.rpy	1563
mContinue_100418d0	mc	... Just a bit more...	game/Chapter1.rpy	1564
mContinue_6e832776	mc	... Almost there....	game/Chapter1.rpy	1565
mContinue_aa541310	mc	... Yes! Got it!	game/Chapter1.rpy	1566
mContinue_fed03ca2_1	mc	Ah!	game/Chapter1.rpy	1567
mContinue_116d65aa		In an instant my hand slipped from the trunk causing my body to fall.	game/Chapter1.rpy	1571
mContinue_c097bc7a		UWaaaaaaaah!!!	game/Chapter1.rpy	1572
mContinue_b0a3ddf7		As I fell from the tree I couldn't help but close my eyes. A few branches and leaves brushed pass me as I continued.	game/Chapter1.rpy	1579
mContinue_a0068fd3		My mind went blank, I couldn't think of anything else except for my dead body lying beneath the tree.	game/Chapter1.rpy	1580
mContinue_9da208e2	mc	... 	game/Chapter1.rpy	1585
mContinue_685f24d0	extend	... 	game/Chapter1.rpy	1586
mContinue_960d1a1a	extend	...	game/Chapter1.rpy	1587
mContinue_fe7a1b0e	mc	Mm...?	game/Chapter1.rpy	1588
mContinue_32c200b2		Did I break my fall on something?	game/Chapter1.rpy	1589
mContinue_6c5b53ae		It doesn't hurt...	game/Chapter1.rpy	1590
mContinue_e9479752		I opened my eyes slowly only to find myself being stared down by a familiar face.	game/Chapter1.rpy	1591
mContinue_fed03ca2_2	mc	Ah!	game/Chapter1.rpy	1598
mContinue_a4a7d232		My heart was pumping really fast and my body was shaking.\n	game/Chapter1.rpy	1600
mContinue_557ed2bb	extend	The cause was because of the sudden fall from the tree but now...	game/Chapter1.rpy	1601
mContinue_a8f64856		Just looking at him glaring at me screams dangerous!	game/Chapter1.rpy	1602
mContinue_363f53d7		He looks like he's about to bury me six feet under!	game/Chapter1.rpy	1603
mContinue_4b3fddfa	g	What the hell are you playing at human!?	game/Chapter1.rpy	1605
mContinue_2573b7b9	mc	I... I...	game/Chapter1.rpy	1606
mContinue_36dea783	mc	I-It's not what you think...	game/Chapter1.rpy	1607
mContinue_fda15ec8	mc	I-I wasn't trying to jump off that tree or-	game/Chapter1.rpy	1608
mContinue_fa7dbad0	g	Then what!?	game/Chapter1.rpy	1610
mContinue_4f976434	mc	I was... I-I...	game/Chapter1.rpy	1612
mContinue_ccb7a608		This isn't good...	game/Chapter1.rpy	1614
mContinue_c2c7422c	g	I've told you before!!\n	game/Chapter1.rpy	1615
mContinue_f108cfad	extend	Your death would cause me a lot of problems!	game/Chapter1.rpy	1616
mContinue_7602f53b	g	If you want to die that badly!\n	game/Chapter1.rpy	1617
mContinue_6d7a95a9	extend	I'll gladly end your life here!	game/Chapter1.rpy	1618
mContinue_ff3cf97c	mc	I'm sorry, I'm really, really sorry...	game/Chapter1.rpy	1619
mContinue_d0bf7015	g	Save your words Human!	game/Chapter1.rpy	1620
mContinue_c0e1f556	mc	P-Please listen!	game/Chapter1.rpy	1621
mContinue_371caddc	g	Nothing you say can-	game/Chapter1.rpy	1622
mContinue_0534baf4	mc	I-I was only trying to get these...	game/Chapter1.rpy	1623
mContinue_eba61db0		I held out the egg in my hand and pulled out the rest from my pockets.	game/Chapter1.rpy	1624
mContinue_e615731e		It's a good thing that none of them are damaged.	game/Chapter1.rpy	1625
mContinue_cfc8bf53_2	mc	... ... ...	game/Chapter1.rpy	1626
mContinue_60bee210	g	Eggs?	game/Chapter1.rpy	1627
mContinue_829d6657	mc	I... I just wanted to repay you somehow.	game/Chapter1.rpy	1628
mContinue_b16faffb	mc	For the food that you shared with me yesterday. I didn't want you to think I'm a burden or anything. 	game/Chapter1.rpy	1629
mContinue_3506df2a	extend	I just... 	game/Chapter1.rpy	1630
mContinue_40b3a706	extend	just wanted to help...	game/Chapter1.rpy	1631
mContinue_e0db77e5	g	... ... ...	game/Chapter1.rpy	1632
mContinue_75889766	g	Hmph, whatever...	game/Chapter1.rpy	1636
mContinue_87c4e0c5		As he dropped me to the ground I felt a sense of relief. His anger had started to subside.	game/Chapter1.rpy	1646
mContinue_42fe2f62	g	Instead of doing something so troublesome. You should have waited back there!	game/Chapter1.rpy	1647
mContinue_1f481a98	mc	... I didn't mean to...	game/Chapter1.rpy	1648
mContinue_6b7a145c		I honestly did thought to myself that I could be a little helpful if I tried.	game/Chapter1.rpy	1649
mContinue_2e7ea8a9		Even if it's just finding something to eat.	game/Chapter1.rpy	1650
mContinue_3ac56f30	g	And?	game/Chapter1.rpy	1655
mContinue_70659844	g	What do you plan on doing with just three eggs?	game/Chapter1.rpy	1656
mContinue_ee2a155b	mc	I... I guess I could cook it...	game/Chapter1.rpy	1663
mContinue_7bf619e4	g	With what human?	game/Chapter1.rpy	1664
mContinue_0a7c05d0	mc	I, umm... 	game/Chapter1.rpy	1665
mContinue_670a4a92	extend	I don't know...	game/Chapter1.rpy	1672
mContinue_870941ec		Now that I think about it, there's nothing here I could use to cook these.	game/Chapter1.rpy	1673
mContinue_85316314	g	Tch...	game/Chapter1.rpy	1680
mContinue_6015b0a5	g	Should've thought about it before climbing up a damn tree!	game/Chapter1.rpy	1681
mContinue_c97dd35c	mc	... ... ... 	game/Chapter1.rpy	1683
mContinue_5510d872	g	Next time you pull some stupid shit like that. I'll personally break your legs!	game/Chapter1.rpy	1690
mContinue_0c623f91		!	game/Chapter1.rpy	1694
mContinue_bbe50918	mc	I'm sorry...	game/Chapter1.rpy	1695
mContinue_62e2cdd4	mc	It won't happen again...	game/Chapter1.rpy	1702
mContinue_8ed989de	g	Hmph...	game/Chapter1.rpy	1709
mContinue_f36db638		I feel so ashamed of myself for not being able to do anything...	game/Chapter1.rpy	1710
mContinue_be4acc08		I don't care how...\n	game/Chapter1.rpy	1711
mContinue_ee8c7bae	extend	Someone... anyone...	game/Chapter1.rpy	1712
mContinue_6b71c551		Please find me and take me home...	game/Chapter1.rpy	1713
mContinue_70926731		Ever since I fell from the tree he hasn't said a single word...	game/Chapter1.rpy	1718
mContinue_e8fe417e		I can't tell if he's still angry, upset, agitated or just ignoring me.	game/Chapter1.rpy	1719
mContinue_91384886	g	Sit over there and give me those!	game/Chapter1.rpy	1724
mContinue_84d9991b	mc	Yes...	game/Chapter1.rpy	1729
mContinue_b598f6e9		I watched him take the eggs from me and planted them next to the already extinguished camp fire.	game/Chapter1.rpy	1736
mContinue_61293f78		I followed his instruction and sat down on a patch of grass just a few feet behind him.\n	game/Chapter1.rpy	1737
mContinue_2632d413	extend	In silence.	game/Chapter1.rpy	1738
mContinue_11eb60e3	mc	... ... ...\n	game/Chapter1.rpy	1739
mContinue_56d21b08	extend	... ... ...\n	game/Chapter1.rpy	1740
mContinue_eb7e8757	extend	... ... ...	game/Chapter1.rpy	1741
mContinue_077c7dc2	g	Sigh...	game/Chapter1.rpy	1748
mContinue_8d08dfd7	g	If you want to be helpful human!	game/Chapter1.rpy	1749
mContinue_87b725fc	g	Go and gather some firewood.	game/Chapter1.rpy	1750
mContinue_e0db77e5_1	g	... ... ...	game/Chapter1.rpy	1751
mContinue_332b4873	mc	Y-Yes...	game/Chapter1.rpy	1758
mContinue_2fe03bfb	g	Just...	game/Chapter1.rpy	1765
mContinue_923cf726	g	Stay away from trees.	game/Chapter1.rpy	1766
mContinue_207d845d	mc	I-I will..	game/Chapter1.rpy	1773
mContinue_d0ed69f2		I'm so stupid...	game/Chapter1.rpy	1780
mContinue_6a680aab		There was no need to get so upset.\n	game/Chapter1.rpy	1785
mContinue_b49936fe	extend	He had every right to be angry with me.	game/Chapter1.rpy	1786
